ID_Cliente,Nome_Completo,Data_Nascimento,Idade,Genero,Estado_Civil,Nacionalidade,Nivel_Educacional,Profissao,Renda_Mensal,Numero_Dependentes,Residencia_Propria,Tempo_Residencia_Anos,CEP,Score_Credito,ID_Conta,Tipo_Conta,Data_Abertura_Conta,Tempo_Relacionamento_Anos,Saldo_Atual,Limite_Cheque_Especial,Numero_Transacoes_Mes_Media,Valor_Transacao_Media,Tipo_Transacao_Mais_Comum,Frequencia_Transacoes_Online,Tem_Emprestimo_Ativo,Tipo_Emprestimo,Valor_Emprestimo,Taxa_Juros_Emprestimo,Prazo_Emprestimo_Meses,Status_Emprestimo,Canais_Utilizados,Numero_Reclamacoes_Ultimo_Ano,Satisfacao_Cliente,Saldo_Anterior_3M,Variacao_Saldo_Percentual_3M,Limite_Cartao_Credito,Utilizacao_Credito_Percentual,Numero_Emprestimos_Anteriores,Valor_Total_Emprestimos_Anteriores,Taxa_Media_Emprestimos_Anteriores,Perfil_Investidor,Segmento_Banco,Possui_Cartao_Credito,Possui_Seguro_Vida,Possui_Previdencia,Possui_Investimentos,Percentual_Pagamento_Fatura,Atraso_Medio_Pagamentos_Dias,Percentual_Comprometimento_Renda,Risco_Inadimplencia
43713,Laís Costela,1990-02-26,34,Feminino,Casado,Brasileira,Ensino Médio,Autônomo,,2.0,Não,1.2,94011-224,755,43713,Corrente,2015-11-16,9.27857631759069,25302.09,5801.81,44,460.09,Transferência,Baixa,Não,,,,,,Mobile Banking,0.0,Neutro,27139.72,-6.77,13295.93,15.98,0,0.0,,Moderado,Média Renda,Sim,Sim,Não,Sim,82.35,0.0,45.08,47.0
43714,Maria Helena Carvalho,1981-02-25,44,Masculino,Divorciado,Brasileira,Superior Completo,Contador,11860.54,2.0,Sim,18.7,50217-224,815,43714,Salário,2020-03-10,4.963723477070499,21898.22,0.0,27,,Pagamento de Boleto,Baixa,Sim,Imobiliário,2887865.22,0.84,240.0,Em Dia,Agência Física,0.0,Neutro,21529.29,1.71,37024.33,12.2,2,86088.85,1.16,Moderado,Alta Renda,Sim,Sim,Sim,Sim,73.91,0.2,100.0,69.1
43715,Ana Júlia da Cunha,1970-02-26,54,Masculino,Divorciado,Brasileira,,Empresário,3375.56,0.0,Sim,36.0,97271-941,711,43715,Corrente,2002-02-12,23.0362765229295,3448.62,4086.0,23,220.82,Compra Crédito,Média,Não,,,,,,Internet Banking,0.0,Neutro,3059.33,12.72,5945.98,51.23,4,31486.61,2.22,Conservador,Varejo,Sim,Sim,Não,Não,79.17,0.7,95.22,78.6
43716,Júlia Moreira,1982-02-26,42,Feminino,Casado,Brasileira,Ensino Fundamental,Advogado,2144.98,1.0,Não,,91686-789,747,43716,Corrente,2002-12-22,22.17932922655715,8194.87,2217.47,22,294.43,Compra Débito,Baixa,Sim,Veículo,26000.97,1.28,72.0,Em Dia,Agência Física,0.0,Satisfeito,8402.02,-2.47,5357.25,37.83,4,54753.95,2.54,Conservador,Varejo,Não,Não,Não,Não,,,31.7,41.1
43717,Stella Carvalho,1997-02-25,28,Feminino,Divorciado,Brasileira,Pós-Graduação,Contador,28019.69,1.0,Sim,7.2,87187-885,793,43717,Corrente,2019-08-27,5.500342231348392,38409.44,24748.78,41,1457.58,Transferência,Alta,Não,,,,,,Mobile Banking,0.0,Neutro,42148.19,-8.87,58154.07,36.65,3,1302623.55,2.34,Arrojado,Private,Sim,Não,Sim,Sim,79.84,0.2,81.05,61.8
43718,Sophie Machado,1970-02-26,54,Masculino,Divorciado,Brasileira,Ensino Médio,Autônomo,5990.0,1.0,Sim,36.0,30445-674,515,43718,Digital,2021-12-15,3.1978097193702943,7647.95,0.0,18,445.56,Transferência,Baixa,Sim,Pessoal,34705.18,2.12,48.0,Inadimplente,Internet Banking,0.0,Muito Insatisfeito,7120.39,7.41,10442.49,75.57,2,17471.52,3.7,Moderado,Média Renda,Sim,Sim,Não,Sim,62.38,4.9,100.0,100.0
43719,Lorenzo Nogueira,1992-02-26,32,Feminino,Casado,Brasileira,Superior Completo,Vendedor,5953.95,3.0,Sim,4.6,94441-774,752,43719,Corrente,2023-07-16,1.6153319644079398,9996.45,5573.84,51,755.85,Pagamento de Boleto,Alta,Sim,Pessoal,15964.23,3.5,24.0,Em Dia,,0.0,Neutro,13228.44,-24.43,6238.9,81.05,0,0.0,,Moderado,Média Renda,Sim,Não,Não,Não,94.96,0.0,100.0,74.8
43720,Mariah Fogaça,1997-02-25,28,Feminino,Casado,Brasileira,Superior Incompleto,Técnico,6066.85,2.0,Sim,4.4,69509-558,874,43720,Corrente,2016-06-20,8.684462696783026,48315.22,6832.66,29,1972.92,Transferência,Alta,Sim,Veículo,50940.03,1.53,48.0,Em Dia,Mobile Banking,0.0,Neutro,42236.08,14.39,15258.46,31.44,0,0.0,,Moderado,Média Renda,Sim,Não,Sim,Sim,71.69,0.1,100.0,62.9
43721,Dra. Emilly Costela,1982-02-26,42,Masculino,Solteiro,Brasileira,Superior Completo,Comerciante,3772.63,1.0,Não,4.8,15822-673,572,43721,Corrente,2020-07-24,4.591375770020534,18707.32,5272.48,25,716.91,Compra Débito,Alta,Sim,Pessoal,13862.16,2.59,36.0,Em Atraso,Telefone,,Muito Insatisfeito,24827.15,-24.65,6200.76,41.05,3,92719.1,3.45,Moderado,Varejo,Sim,Sim,Não,Não,76.72,9.1,72.73,100.0
43722,Sra. Esther Andrade,1998-02-26,26,Masculino,Solteiro,Brasileira,Superior Completo,Contador,6168.24,0.0,Sim,4.5,15704-680,765,43722,Corrente,2019-04-29,5.8288843258042435,22462.58,9072.54,32,,Pagamento de Boleto,Média,Não,,,,,,Internet Banking,0.0,Neutro,22151.62,1.4,14822.69,24.89,1,21765.95,1.77,Arrojado,Média Renda,Sim,Não,Não,Sim,70.94,0.1,63.51,55.6
43723,Caroline Machado,1976-02-26,48,Masculino,Casado,Brasileira,Pós-Graduação,Motorista,13537.8,2.0,Sim,9.5,37375-740,891,43723,Premium,2005-11-28,19.24435318275154,94348.83,25571.78,75,4572.42,Pagamento de Boleto,Média,Sim,Imobiliário,3659385.33,0.89,240.0,Em Dia,Telefone,0.0,Satisfeito,91277.91,3.36,59155.7,40.37,1,88637.03,1.23,Moderado,Private,Sim,Não,Não,Sim,90.71,0.0,100.0,60.9
43724,Mirella Pires,1975-02-26,49,Outro,Casado,Brasileira,,Comerciante,16220.61,2.0,Não,8.0,61878-118,785,43724,Poupança,2003-12-22,21.180013689253936,148923.82,0.0,9,7335.74,Depósito,,Não,,,,,,Agência Física,0.0,Neutro,148117.15,0.54,21526.91,48.03,8,845135.34,2.41,Moderado,Private,Sim,Não,Não,Não,75.93,0.5,76.96,61.5
43725,Emilly Novaes,1990-02-26,34,Feminino,Casado,Brasileira,Superior Completo,Médico,6289.41,3.0,Não,2.5,85337-601,670,43725,Poupança,2021-12-04,3.2279260780287475,27545.67,0.0,1,,Depósito,Alta,Não,,,,,,Internet Banking,0.0,Satisfeito,26780.75,2.86,10805.9,53.92,0,0.0,,Moderado,Média Renda,Sim,Não,Não,Sim,49.67,0.8,59.87,65.3
43726,Vitor Hugo Brito,1951-02-26,73,Masculino,Divorciado,Brasileira,Ensino Médio,Autônomo,,0.0,Não,1.7,85959-835,759,43726,Corrente,1978-08-22,46.51334702258727,23935.73,4642.94,24,213.2,Compra Débito,Média,Sim,Pessoal,28884.43,3.24,48.0,Em Dia,Agência Física,0.0,Neutro,25123.7,-4.73,4120.04,15.35,11,98876.21,1.64,Conservador,Média Renda,Sim,Não,Sim,Não,85.99,1.5,52.9,55.1
43727,Vitor Gabriel Dias,1965-02-25,60,Feminino,Casado,Brasileira,Ensino Médio,Empresário,9141.7,2.0,Sim,5.4,95124-127,831,43727,Corrente,2011-04-10,13.880903490759753,7919.49,11647.02,27,623.94,Compra Crédito,Média,Não,,,,,,Agência Física,1.0,Insatisfeito,7152.53,10.72,25357.62,62.08,4,24102.92,1.13,Arrojado,Alta Renda,Sim,Sim,Sim,Sim,78.98,0.2,100.0,67.5
43728,Cecilia da Costa,1996-02-26,28,Feminino,Divorciado,Argentina,Ensino Médio,Advogado,3502.21,0.0,Não,0.3,81380-788,702,43728,Salário,2024-12-12,0.2053388090349076,3174.71,0.0,20,445.96,Transferência,Média,Não,,,,,,Internet Banking,0.0,Neutro,2979.59,6.55,7643.31,49.67,0,0.0,,Moderado,Varejo,Sim,Não,Sim,Não,85.61,3.1,100.0,89.1
43729,Bruno Garcia,1970-02-26,54,Feminino,Divorciado,Brasileira,Ensino Fundamental,Contador,5569.91,0.0,Não,6.6,,607,43729,Salário,2009-09-02,15.482546201232033,20119.31,0.0,11,434.3,Pagamento de Boleto,Alta,Sim,Pessoal,21706.02,3.06,24.0,Inadimplente,Internet Banking,0.0,Muito Insatisfeito,20004.99,0.57,16105.79,84.01,3,118711.74,3.62,Conservador,Média Renda,Sim,Não,Não,Não,71.57,0.1,100.0,100.0
43730,Dr. Léo Araújo,1987-02-26,37,Masculino,Solteiro,Brasileira,Superior Completo,Enfermeiro,8821.93,0.0,Não,2.3,61130-647,734,43730,Digital,2023-11-19,1.270362765229295,19507.67,0.0,20,507.34,Transferência,,Não,,,,,,Internet Banking,0.0,Satisfeito,19124.3,2.0,16591.53,83.96,0,0.0,,Arrojado,Alta Renda,Sim,Sim,Não,Não,74.81,2.6,100.0,84.4
43731,Davi Lucca Jesus,1969-02-25,56,Masculino,Solteiro,Brasileira,Pós-Graduação,Autônomo,13520.47,0.0,Sim,12.1,50567-817,789,43731,Corrente,2013-11-08,11.299110198494182,56616.81,13209.17,35,1073.21,Pagamento de Boleto,Média,Não,,,,,,,0.0,Satisfeito,57787.75,-2.03,34327.83,66.48,4,133084.78,2.26,Moderado,Alta Renda,Sim,Não,Não,Não,71.61,0.8,100.0,73.5
43732,Maria Luiza Vieira,1966-02-26,58,Masculino,Solteiro,Brasileira,,Analista,2893.59,0.0,Sim,,98949-945,554,43732,Corrente,1985-06-14,39.7015742642026,6436.12,2977.32,17,304.42,Pagamento de Boleto,Média,Sim,Pessoal,28439.91,2.07,36.0,Inadimplente,Agência Física,0.0,Insatisfeito,7767.59,-17.14,3522.77,92.01,5,69616.05,3.94,Moderado,Varejo,Não,Não,Não,Sim,,,56.51,100.0
43733,Ana Lívia Machado,1994-02-26,30,Masculino,Casado,Brasileira,Superior Completo,Autônomo,17984.18,2.0,Sim,10.2,77435-884,822,43733,Corrente,2019-04-04,5.897330595482546,78071.43,24330.3,46,1189.87,Transferência,Baixa,Não,,,,,,Internet Banking,1.0,Insatisfeito,70830.73,10.22,34246.01,59.8,2,461888.79,1.28,Arrojado,Private,Sim,Sim,Não,Não,87.0,0.7,100.0,69.9
43734,Ana Sophia Vasconcelos,1974-02-26,50,Masculino,Casado,Brasileira,Ensino Médio,Recepcionista,3158.07,1.0,Não,21.7,34807-928,706,43734,Corrente,1998-10-05,26.392881587953458,-2301.28,2706.24,31,,Transferência,Média,Não,,,,,,Agência Física,4.0,Insatisfeito,-2567.12,-10.36,6959.75,15.11,7,182903.12,1.9,Conservador,Varejo,Sim,Não,Não,Sim,85.62,2.6,47.28,60.8
43735,Julia Guerra,1962-02-26,62,Masculino,Viúvo,Brasileira,Ensino Médio,Recepcionista,5619.96,1.0,Sim,3.7,25635-889,753,43735,Corrente,2021-05-10,3.7973990417522243,6742.46,7623.87,34,312.88,Compra Crédito,Média,Não,,,,,,Agência Física,,Neutro,5901.03,14.26,16423.2,41.48,5,206645.75,2.69,Moderado,Média Renda,Sim,Não,Não,Sim,63.12,0.1,100.0,75.0
43736,Lavínia Nascimento,1988-02-26,36,Masculino,Solteiro,,Superior Completo,Contador,6847.99,2.0,Sim,5.8,30883-880,841,43736,Corrente,2011-11-15,13.281314168377824,17920.47,8064.85,19,450.12,Compra Crédito,Alta,Sim,Veículo,79119.65,1.92,48.0,Em Dia,,0.0,Neutro,17530.72,2.22,24607.94,16.63,2,15991.12,1.37,Conservador,Média Renda,Sim,Não,Não,Não,76.68,0.4,81.56,57.9
43737,Aylla Borges,1998-02-26,26,Feminino,Casado,Brasileira,Superior Completo,Médico,4260.69,2.0,Sim,1.9,29710-189,740,43737,Corrente,2018-10-29,6.327173169062286,9882.32,3758.29,30,488.77,Compra Crédito,Alta,Não,,,,,,Mobile Banking,0.0,Neutro,10180.99,-2.93,4961.18,62.61,1,33107.91,2.68,Moderado,Média Renda,Sim,Não,Não,Não,75.46,0.1,74.23,63.4
43738,Lorenzo Guerra,2002-02-26,22,Masculino,Casado,Brasileira,Superior Incompleto,Estudante,4502.8,2.0,Não,0.3,54834-813,680,43738,Corrente,2022-09-10,2.461327857631759,4515.01,5914.49,32,215.54,Transferência,Alta,Sim,Pessoal,24376.99,2.95,12.0,Em Dia,Mobile Banking,0.0,Neutro,4896.35,-7.79,8255.14,16.37,0,0.0,,Arrojado,Média Renda,Sim,Sim,Não,Não,78.73,0.2,76.26,70.7
43739,Isabela Ramos,1996-02-26,28,Masculino,Casado,Brasileira,Superior Incompleto,Professor,4803.2,1.0,Não,1.0,76628-900,640,43739,Poupança,2020-04-17,4.85968514715948,24553.81,0.0,2,1020.03,Depósito,Alta,Não,,,,,,Mobile Banking,0.0,Neutro,23552.83,4.25,10975.47,93.23,0,0.0,,Moderado,Média Renda,Sim,Não,Não,Não,60.81,0.3,100.0,86.9
43740,Maria Flor Cardoso,2005-02-25,20,Feminino,Solteiro,Brasileira,Ensino Médio,,3397.46,2.0,Sim,0.5,38459-516,736,43740,Poupança,2024-08-27,0.49828884325804246,36358.4,0.0,9,1399.84,Depósito,Baixa,Sim,Pessoal,29794.66,3.52,48.0,Em Dia,Mobile Banking,0.0,Satisfeito,34782.14,4.53,3994.36,66.41,0,0.0,,Moderado,Média Renda,Sim,Sim,Não,Sim,75.35,6.8,84.3,89.0
43741,Raquel da Rosa,1988-02-26,36,Feminino,Solteiro,Argentina,Ensino Médio,Contador,3868.61,1.0,Não,0.8,10625-783,664,43741,Corrente,2017-07-12,7.624914442162902,10550.42,3510.03,27,397.59,Compra Crédito,,Não,,,,,,Telefone,0.0,,9692.74,8.85,10475.93,62.01,2,123283.74,2.51,Conservador,Varejo,Sim,Não,Sim,Não,94.63,2.6,100.0,91.4
43742,Luiz Fernando Marques,1989-02-25,36,Masculino,Solteiro,Brasileira,Ensino Médio,Vendedor,5795.35,,Sim,14.1,81705-422,789,43742,Poupança,2021-12-29,3.159479808350445,28183.66,0.0,3,1513.83,Depósito,Alta,Sim,Consignado,22669.23,2.48,36.0,Em Dia,Internet Banking,0.0,Satisfeito,27203.65,3.6,7210.69,45.51,0,0.0,,Moderado,Média Renda,Sim,Não,Sim,Não,87.82,0.6,69.4,57.6
43743,Manuela Pimenta,1996-02-26,28,Feminino,Casado,Brasileira,Ensino Médio,Gerente,7730.0,,Sim,,64428-593,758,43743,Digital,2024-06-25,0.6707734428473648,21613.96,0.0,33,,Compra Débito,Alta,Não,,,,,,Mobile Banking,0.0,Neutro,20808.17,3.87,11953.19,19.33,0,0.0,,Arrojado,Média Renda,Sim,Não,Não,Não,98.71,0.1,53.58,51.3
43744,Noah Cassiano,1975-02-26,49,Masculino,Casado,Brasileira,Ensino Fundamental,Gerente,3999.94,2.0,Não,5.1,42630-247,663,43744,Salário,2022-07-28,2.5817932922655715,13544.76,0.0,6,,Transferência,Alta,Não,,,,,,Internet Banking,0.0,Neutro,13098.37,3.41,3994.87,50.58,0,0.0,,Moderado,Varejo,Sim,Sim,Sim,Não,78.69,0.3,60.21,64.7
43745,Théo Câmara,1946-02-26,78,Masculino,Casado,Brasileira,Superior Incompleto,Aposentado,,0.0,Sim,4.2,50641-358,656,43745,Poupança,2020-05-08,4.802190280629706,59895.55,0.0,5,760.5,Depósito,Média,Não,,,,,,Mobile Banking,0.0,Neutro,58287.98,2.76,3218.67,70.22,2,65126.7,1.64,Moderado,Alta Renda,Sim,Não,Sim,Não,88.47,2.8,100.0,92.8
43746,Sr. João Pacheco,1959-02-26,65,Masculino,Viúvo,Brasileira,Superior Completo,Aposentado,5205.72,0.0,Não,0.8,99000-670,751,43746,Poupança,1988-12-27,36.16427104722793,20228.28,0.0,4,2028.57,Depósito,Baixa,Não,,,,,,Telefone,0.0,Neutro,20062.96,0.82,10991.53,39.79,11,543199.44,2.01,Conservador,Média Renda,Sim,Sim,Não,Não,72.68,0.2,74.95,63.0
43747,Mateus Rodrigues,1991-02-26,33,Feminino,Casado,Brasileira,Superior Incompleto,Aposentado,2119.42,2.0,Não,2.1,62182-734,649,43747,Poupança,2010-12-04,14.22861054072553,34299.55,0.0,2,467.1,Depósito,Alta,Não,,,,,,Mobile Banking,0.0,Neutro,32853.66,4.4,2413.12,87.69,3,25662.21,4.14,Arrojado,Média Renda,Não,Não,Não,Não,,,18.62,44.4
43748,Matheus Borges,1968-02-26,56,Feminino,Divorciado,Brasileira,,Professor,6553.33,1.0,Sim,15.4,88781-818,731,43748,Corrente,1998-02-11,27.039014373716633,38466.57,6786.08,19,181.71,Pagamento de Boleto,Média,Não,,,,,,Agência Física,0.0,Neutro,39473.61,-2.55,14936.93,65.05,5,324894.17,2.77,Moderado,Média Renda,Sim,Sim,Não,Sim,36.61,2.0,68.61,67.2
43749,Srta. Maria Laura Leão,1955-02-26,69,Masculino,Divorciado,Brasileira,Ensino Fundamental,Autônomo,,0.0,Não,7.8,62265-501,662,43749,Corrente,2001-09-29,23.408624229979466,26948.98,4156.5,24,312.97,Saque,Alta,Não,,,,,,Agência Física,0.0,Satisfeito,26282.69,2.54,5070.16,0.98,6,81735.64,1.6,Conservador,Média Renda,Não,Sim,Não,Não,,,17.53,42.6
43750,Aurora Moreira,1958-02-26,66,Masculino,Solteiro,,Ensino Médio,Aposentado,2351.53,0.0,Não,3.3,44304-523,777,43750,Corrente,1979-03-19,45.94113620807666,12003.38,3224.52,24,97.4,Compra Débito,Baixa,Sim,Pessoal,7849.83,2.51,24.0,Em Dia,Agência Física,0.0,Satisfeito,11780.22,1.89,5040.19,47.21,11,104452.1,2.46,Conservador,Varejo,Sim,Não,Não,Não,80.71,0.4,100.0,73.5
43751,Henry Gabriel Pimenta,1960-02-26,64,Masculino,Solteiro,Brasileira,Superior Incompleto,Vendedor,3181.07,0.0,Não,6.9,26608-860,665,43751,Digital,2004-06-27,20.6652977412731,20609.37,0.0,21,,Depósito,Alta,Não,,,,,,Internet Banking,,Neutro,19047.12,8.2,6648.85,66.88,6,126269.58,1.95,Moderado,Média Renda,Sim,Sim,Não,Não,73.79,0.2,100.0,84.1
43752,José Miguel Fogaça,1967-02-26,57,Feminino,Divorciado,Brasileira,Ensino Médio,Aposentado,2929.16,0.0,Não,2.1,71976-392,696,43752,Corrente,2011-10-15,13.366187542778919,8300.9,3814.59,32,440.57,Depósito,Média,Não,,,,,,Internet Banking,0.0,Neutro,9101.37,-8.8,6799.64,38.52,5,83397.18,1.58,Conservador,Varejo,Sim,Não,Não,Não,90.97,0.3,100.0,81.3
43753,Maria Luiza da Rosa,1989-02-25,36,Feminino,Viúvo,Brasileira,Superior Completo,Médico,7217.72,0.0,Não,,72902-240,828,43753,Corrente,2008-03-26,16.919917864476385,20204.53,10244.48,41,,Compra Crédito,Alta,Sim,Pessoal,58217.83,3.08,12.0,Em Dia,Internet Banking,0.0,Neutro,21426.7,-5.7,17076.69,76.37,2,153253.26,1.25,Arrojado,Média Renda,Sim,Sim,Não,Sim,91.29,0.2,100.0,67.8
43754,Eloah Ramos,1998-02-26,26,Masculino,Solteiro,,Superior Completo,Comerciante,13235.01,1.0,Sim,,83147-801,706,43754,Salário,2019-10-21,5.349760438056126,13706.01,0.0,23,1774.28,Pagamento de Boleto,Média,Sim,Pessoal,92989.77,3.86,48.0,Em Atraso,Mobile Banking,2.0,Muito Insatisfeito,14218.3,-3.6,37507.64,27.51,1,393469.13,2.43,Moderado,Alta Renda,Sim,Não,Não,Sim,90.31,4.9,100.0,100.0
43755,Emilly Pereira,1982-02-26,42,Masculino,Casado,Brasileira,Ensino Fundamental,Técnico,4280.44,2.0,Sim,24.0,21408-681,759,43755,Poupança,2004-09-02,20.48186173853525,36965.64,0.0,5,,Depósito,Alta,Não,,,,,,Telefone,0.0,Satisfeito,36356.05,1.68,14889.53,45.55,6,77591.18,1.85,Moderado,Média Renda,Sim,Sim,Não,Não,87.64,0.1,100.0,74.4
43756,Asafe Gomes,2000-02-26,24,Masculino,Solteiro,Brasileira,Superior Incompleto,Empresário,,0.0,Não,1.1,48433-343,766,43756,Corrente,2020-11-29,4.240930869267625,45571.55,24481.54,47,5484.85,Depósito,Alta,Não,,,,,,Mobile Banking,0.0,Insatisfeito,57856.42,-21.23,52163.03,37.23,0,0.0,,Moderado,Private,Sim,Não,Não,Não,83.86,0.1,67.33,57.4
43757,Isadora Nogueira,1943-02-26,81,Masculino,Casado,Brasileira,Ensino Médio,Aposentado,5464.45,0.0,Sim,9.9,73199-186,739,43757,Digital,2018-06-28,6.663928815879535,23315.99,0.0,20,833.29,Transferência,Média,Não,,,,,,Internet Banking,0.0,Insatisfeito,23573.68,-1.09,14925.54,14.52,2,99194.42,2.78,Moderado,Média Renda,Sim,Não,Não,Não,76.4,0.0,54.36,53.3
43758,Dr. Gael Henrique Fonseca,1987-02-26,37,Masculino,Casado,Brasileira,Superior Completo,Técnico,12173.68,2.0,Sim,1.4,10797-769,901,43758,Corrente,2016-03-01,8.988364134154688,20561.17,10642.83,41,989.04,Transferência,Alta,Sim,Pessoal,66105.97,2.06,12.0,Em Dia,Agência Física,0.0,Satisfeito,30754.24,-33.14,23435.36,25.01,1,70593.3,0.81,Moderado,Alta Renda,Sim,Não,Sim,Não,61.78,0.3,100.0,60.8
43759,Letícia Andrade,1952-02-26,72,Feminino,Solteiro,Brasileira,Ensino Médio,Aposentado,3399.64,1.0,Não,9.4,43018-349,701,43759,Salário,2010-01-02,15.148528405201917,4326.32,0.0,12,395.57,Compra Débito,Média,Não,,,,,,Telefone,0.0,,4507.37,-4.02,9695.89,11.68,10,125752.91,2.39,Moderado,Varejo,Não,Não,Sim,Não,,,23.51,41.7
43760,Sr. Yuri Ribeiro,1968-02-26,56,Masculino,Casado,Brasileira,Ensino Fundamental,Empresário,6609.56,1.0,Sim,31.6,80902-480,655,43760,Corrente,2023-12-14,1.2019164955509924,6354.58,7706.47,18,1091.98,Compra Débito,Baixa,Sim,Consignado,34069.09,1.52,60.0,Em Atraso,Internet Banking,0.0,Neutro,6319.43,0.56,8625.63,28.89,0,0.0,,Conservador,Média Renda,Não,Sim,Não,Não,,,27.29,88.1
43761,Sra. Luísa Fogaça,1985-02-25,40,Feminino,Solteiro,Portuguesa,Superior Completo,Professor,16076.98,0.0,Não,2.6,33530-157,783,43761,Corrente,2012-08-15,12.531143052703628,53850.36,15483.41,29,,Saque,Alta,Não,,,,,,,0.0,Neutro,51969.42,3.62,30030.41,19.48,1,127100.03,2.53,Moderado,Private,Sim,Não,Sim,Sim,82.38,0.9,47.08,47.9
43762,Sr. Anthony Gabriel Gonçalves,1996-02-26,28,Masculino,Solteiro,Brasileira,Superior Incompleto,Motorista,6634.35,1.0,Não,1.8,98048-557,733,43762,Poupança,2019-09-22,5.429158110882957,67835.75,0.0,5,,Transferência,Alta,Não,,,,,,Internet Banking,0.0,Satisfeito,64131.28,5.78,9682.06,69.42,1,35100.17,2.08,Arrojado,Alta Renda,Sim,Sim,Não,Não,49.5,1.8,74.55,69.4
43763,Brayan Lopes,1991-02-26,33,Masculino,Solteiro,Brasileira,Superior Completo,Contador,,,Sim,15.0,75320-481,818,43763,Poupança,2012-01-03,13.14715947980835,468263.14,0.0,3,4022.34,Saque,Alta,Não,,,,,,Agência Física,0.0,Satisfeito,449344.68,4.21,45277.23,54.52,2,90698.2,1.46,Moderado,Private,Sim,Não,Não,Não,84.29,0.2,100.0,68.8
43764,João Pedro Rodrigues,1974-02-26,50,Masculino,Casado,Brasileira,Ensino Fundamental,Motorista,4639.92,3.0,Não,,34941-138,690,43764,Corrente,2007-10-11,17.377138945927445,12580.53,6453.42,28,683.91,Saque,Média,Não,,,,,,Internet Banking,4.0,Muito Insatisfeito,11950.7,5.27,9260.68,45.72,4,62981.37,2.35,Moderado,Média Renda,Sim,Não,Não,Não,69.36,2.3,89.19,82.5
43765,Leandro Camargo,1964-02-26,60,Masculino,Viúvo,Brasileira,Ensino Médio,Comerciante,5472.8,0.0,Sim,,49763-863,831,43765,Poupança,2008-10-23,16.34223134839151,51125.92,0.0,6,8873.69,Saque,Média,Não,,,,,,Internet Banking,0.0,Neutro,49991.49,2.27,18039.95,28.22,3,50895.86,1.27,Arrojado,Alta Renda,Sim,Não,Sim,Não,69.21,0.6,100.0,68.7
43766,Alexandre Cavalcanti,1949-02-25,76,Masculino,Divorciado,Brasileira,Ensino Fundamental,Aposentado,,,Sim,12.9,13755-840,743,43766,Corrente,1981-09-16,43.44421629021218,6802.58,1578.55,16,134.89,Pagamento de Boleto,Média,Não,,,,,,Mobile Banking,0.0,Neutro,9747.06,-30.21,2841.05,83.69,6,39784.61,1.67,Moderado,Varejo,Não,Sim,Não,Não,,,23.47,37.4
43767,Gustavo Martins,1995-02-26,29,Masculino,Solteiro,Brasileira,Pós-Graduação,Engenheiro,9521.16,1.0,Não,3.1,17571-862,793,43767,Premium,2014-07-26,10.587268993839835,130270.81,21328.19,53,1386.82,Compra Débito,Baixa,Não,,,,,,Internet Banking,2.0,Insatisfeito,128026.92,1.75,48087.9,58.73,5,138027.46,2.66,Arrojado,Private,Sim,Não,Sim,Sim,93.37,1.2,100.0,74.3
43768,Srta. Mariana Brito,1994-02-26,30,Feminino,Solteiro,Brasileira,Superior Completo,Comerciante,8215.71,0.0,Não,0.7,67486-170,730,43768,Poupança,2022-04-25,2.839151266255989,10863.24,0.0,11,2859.4,Transferência,Baixa,Não,,,,,,Mobile Banking,0.0,Neutro,10412.06,4.33,16012.92,23.75,0,0.0,,Moderado,Alta Renda,Sim,Não,Não,Sim,66.9,0.8,54.51,56.7
43769,Vinicius Carvalho,2001-02-25,24,Masculino,Solteiro,Brasileira,Ensino Médio,Engenheiro,5352.82,0.0,Não,,11712-815,697,43769,Corrente,2023-01-26,2.083504449007529,12574.96,6084.53,16,1139.42,Compra Crédito,Média,Não,,,,,,Mobile Banking,0.0,Neutro,11197.87,12.3,7594.72,48.49,0,0.0,,Moderado,Média Renda,Sim,Não,Não,Sim,63.84,3.1,53.29,66.2
43770,Rodrigo Viana,1990-02-26,34,Masculino,Casado,Brasileira,Ensino Médio,Autônomo,3872.72,2.0,Não,5.6,20424-102,714,43770,Corrente,2016-11-13,8.284736481861739,12620.26,4371.98,22,349.8,Depósito,Média,Não,,,,,,Internet Banking,0.0,Neutro,12931.34,-2.41,11120.54,22.63,2,16509.55,2.19,Conservador,Varejo,Sim,Não,Sim,Não,81.41,3.9,82.02,81.3
43771,Sr. Enzo Santos,1965-02-25,60,Masculino,Casado,Brasileira,Superior Completo,Professor,4718.36,1.0,Sim,7.1,92241-131,799,43771,Salário,2013-12-04,11.227926078028748,9372.2,0.0,14,270.49,Compra Crédito,Baixa,Sim,Veículo,64346.76,1.8,72.0,Em Dia,Internet Banking,0.0,Neutro,10289.93,-8.92,9214.4,58.02,6,37623.8,2.48,Moderado,Média Renda,Sim,Não,Não,Não,66.08,1.6,100.0,74.9
43772,Maria Sophia Santos,1992-02-26,32,Masculino,Casado,,Superior Incompleto,Professor,5393.49,2.0,Sim,2.4,77339-304,808,43772,Corrente,2017-05-27,7.750855578370979,9321.39,6125.77,37,290.01,Compra Débito,Alta,Sim,Pessoal,47789.3,3.98,12.0,Em Dia,Mobile Banking,0.0,Neutro,7543.19,23.57,19975.26,30.03,1,39632.46,1.45,Arrojado,Média Renda,Sim,Sim,Sim,Sim,87.68,0.1,100.0,69.5
