Nome_Completo,Data_Nascimento,Idade,Genero,Estado_Civil,Nacionalidade,Nivel_Educacional,Profissao,Renda_Mensal,Numero_Dependentes,Residencia_Propria,Tempo_Residencia_Anos,CEP,Score_Credito,Tipo_Conta,Data_Abertura_Conta,Tempo_Relacionamento_Anos,Saldo_Atual,Limite_Cheque_Especial,Numero_Transacoes_Mes_Media,Valor_Transacao_Media,Tipo_Transacao_Mais_Comum,Frequencia_Transacoes_Online,Tem_Emprestimo_Ativo,Tipo_Emprestimo,Valor_Emprestimo,Taxa_Juros_Emprestimo,Prazo_Emprestimo_Meses,Status_Emprestimo,Canais_Utilizados,Numero_Reclamacoes_Ultimo_Ano,Satisfacao_Cliente,Saldo_Anterior_3M,Variacao_Saldo_Percentual_3M,Limite_Cartao_Credito,Utilizacao_Credito_Percentual,Numero_Emprestimos_Anteriores,Valor_Total_Emprestimos_Anteriores,Taxa_Media_Emprestimos_Anteriores,Perfil_Investidor,Segmento_Banco,Possui_Cartao_Credito,Possui_Seguro_Vida,Possui_Previdencia,Possui_Investimentos,Percentual_Pagamento_Fatura,Atraso_Medio_Pagamentos_Dias,Percentual_Comprometimento_Renda,Risco_Inadimplencia
Luigi Abreu,1981-02-25,44,Feminino,Casado,Brasileira,Ensino Fundamental,Vendedor,3785.18,2.0,Não,10.0,73976-220,740,Poupança,2009-10-13,15.370294318959616,48428.61,0.0,5,1525.39,Depósito,Média,Sim,Pessoal,29907.04,2.89,12.0,Em Dia,Agência Física,0.0,Satisfeito,47355.66,2.27,7666.5,23.51,2,54863.72,2.56,Arrojado,Média Renda,Sim,Não,Não,Não,82.11,2.7,100.0,1
Isabelly Santos,1981-02-25,44,Feminino,Casado,Brasileira,Ensino Médio,Gerente,3978.95,1.0,Sim,3.9,68426-334,807,Corrente,2018-04-26,6.836413415468857,-670.67,3838.66,13,452.09,Depósito,Média,Sim,Veículo,58804.22,1.32,60.0,Em Dia,Agência Física,1.0,Neutro,-610.44,9.87,5172.42,8.46,3,41145.89,0.88,Conservador,Varejo,Sim,Não,Não,Sim,79.04,0.5,56.07,0
Vitor Hugo Ribeiro,1981-02-25,44,Feminino,Casado,Portuguesa,,Analista,3169.64,3.0,Sim,14.2,80200-284,786,Salário,2014-12-22,10.179329226557153,18617.73,0.0,10,738.17,Depósito,Média,Sim,Veículo,34128.15,1.95,72.0,Em Dia,Agência Física,0.0,Neutro,19709.95,-5.54,5392.65,22.51,7,90464.7,1.92,Conservador,Varejo,Sim,Sim,Não,Não,89.71,0.2,58.81,0
José Miguel Mendes,1981-02-25,44,Masculino,Casado,Brasileira,Ensino Fundamental,Motorista,2921.64,2.0,Não,4.2,31999-984,722,Corrente,2004-10-09,20.38056125941136,8509.08,4240.21,27,96.52,Pagamento de Boleto,Média,Não,,,,,,Telefone,0.0,Neutro,7340.72,15.92,7130.09,9.58,8,230812.38,2.43,Moderado,Varejo,Não,Sim,Não,Não,,,18.97,0
Dr. Yuri Vasconcelos,1981-02-25,44,Feminino,Casado,Brasileira,Ensino Fundamental,Autônomo,4025.43,1.0,Sim,7.4,89764-282,699,Salário,2020-07-18,4.607802874743326,31026.33,0.0,14,781.5,Transferência,Alta,Não,,,,,,Internet Banking,0.0,Neutro,30839.2,0.61,8513.0,19.2,0,0.0,,Arrojado,Média Renda,Sim,Não,Sim,Não,58.0,4.3,36.26,0
Bernardo Brito,1981-02-25,44,Masculino,Casado,Brasileira,Superior Incompleto,Contador,3403.28,2.0,Não,7.2,,721,Salário,2013-04-02,11.901437371663244,22008.61,0.0,5,,Pagamento de Boleto,Alta,Não,,,,,,Mobile Banking,2.0,Muito Insatisfeito,22659.49,-2.87,10745.16,41.04,3,110218.43,2.29,Arrojado,Média Renda,Sim,Não,Não,Não,73.11,2.4,100.0,1
Benicio Lima,1981-02-25,44,Feminino,Casado,Brasileira,Ensino Médio,Aposentado,3689.78,3.0,Não,2.1,26297-367,708,Salário,2019-05-12,5.793292265571527,35977.87,0.0,10,762.87,Pagamento de Boleto,Média,Sim,Veículo,51649.92,1.3,72.0,Em Dia,Mobile Banking,3.0,Insatisfeito,34018.62,5.76,5042.88,21.56,2,102112.71,1.98,Moderado,Média Renda,Sim,Não,Não,Não,30.27,3.4,42.07,0
José Miguel Vieira,1981-02-25,44,Feminino,Casado,Brasileira,Ensino Fundamental,Autônomo,,1.0,Sim,7.9,85908-213,712,Poupança,2015-08-08,9.5523613963039,25570.36,0.0,6,1036.15,Depósito,Baixa,Não,,,,,,Telefone,0.0,Satisfeito,25526.55,0.17,8773.68,49.73,0,0.0,,Conservador,Média Renda,Sim,Não,Não,Sim,84.85,0.5,100.0,1
Lorenzo Peixoto,1981-02-25,44,Masculino,Casado,Brasileira,Superior Incompleto,Motorista,9913.59,4.0,Não,3.3,47930-860,842,Premium,2014-09-03,10.480492813141684,370134.91,26477.54,76,2475.76,Pagamento de Boleto,Alta,Sim,Veículo,119405.43,1.46,48.0,Em Dia,Agência Física,0.0,Neutro,340647.57,8.66,43364.83,50.35,4,101219.46,0.84,Arrojado,Private,Sim,Sim,Não,Não,91.18,0.6,100.0,0
Alice Pimenta,1981-02-25,44,Feminino,Casado,Brasileira,Superior Completo,Gerente,6922.68,0.0,Não,4.7,18621-431,801,Digital,2002-10-30,22.324435318275157,23446.42,0.0,24,669.89,Transferência,Alta,Sim,Veículo,75986.13,1.88,72.0,Em Dia,Internet Banking,,Neutro,22968.3,2.08,11069.81,16.82,7,177896.25,1.44,Moderado,Média Renda,Sim,Não,Sim,Sim,82.12,0.8,51.34,0
Diogo Duarte,1981-02-25,44,Masculino,Solteiro,Brasileira,Superior Completo,Enfermeiro,9312.38,0.0,Sim,6.7,35580-191,862,Corrente,2018-04-16,6.863791923340178,22338.86,13885.26,52,669.08,Pagamento de Boleto,Baixa,Sim,Veículo,55616.57,1.72,36.0,Em Dia,Mobile Banking,0.0,Neutro,22575.53,-1.05,22080.27,28.55,1,40030.8,1.19,Moderado,Alta Renda,Sim,Sim,Sim,Não,88.99,0.4,97.59,0
Sra. Isabela da Mata,1981-02-25,44,Masculino,Solteiro,Brasileira,Superior Incompleto,Gerente,5657.71,0.0,Não,5.8,75412-241,706,Corrente,2021-02-06,4.05201916495551,8172.2,8249.05,37,545.7,Compra Débito,Baixa,Não,,,,,,Mobile Banking,0.0,Neutro,8542.57,-4.34,11746.73,23.69,0,0.0,,Conservador,Média Renda,Sim,Não,Não,Não,63.56,0.2,60.66,0
Luiz Otávio Vasconcelos,1981-02-25,44,Feminino,Divorciado,,Superior Incompleto,Professor,11218.04,1.0,Sim,16.6,56206-780,863,Digital,2002-05-05,22.811772758384667,26238.51,0.0,33,941.4,Saque,Alta,Sim,Imobiliário,5254706.1,0.85,360.0,Em Dia,Internet Banking,0.0,Satisfeito,28283.48,-7.23,36941.71,16.94,5,172846.39,0.91,Moderado,Alta Renda,Sim,Sim,Não,Sim,84.72,0.2,100.0,0
Bryan Cavalcanti,1981-02-25,44,Masculino,Casado,Argentina,,Técnico,,2.0,Sim,4.7,29308-990,731,Salário,2000-01-07,25.136208076659823,50480.6,0.0,12,224.28,Compra Crédito,Alta,Não,,,,,,Telefone,0.0,Neutro,51121.82,-1.25,5483.22,48.43,4,243920.06,2.39,Moderado,Alta Renda,Sim,Sim,Não,Sim,92.27,0.0,89.57,1
Thales das Neves,1981-02-25,44,Masculino,Casado,Brasileira,Ensino Fundamental,Técnico,,1.0,Sim,6.6,66168-496,750,Corrente,2013-06-05,11.72621492128679,75611.44,8041.44,39,674.27,Transferência,Média,Não,,,,,,Internet Banking,2.0,Muito Insatisfeito,74711.89,1.2,10244.02,90.19,2,38644.61,2.79,Arrojado,Alta Renda,Sim,Sim,Não,Sim,87.41,1.4,100.0,1
Benjamim Ferreira,1981-02-25,44,Masculino,Divorciado,Brasileira,Ensino Médio,Médico,6941.67,0.0,Sim,3.1,63020-356,822,Corrente,2024-01-06,1.1389459274469542,4547.52,10278.34,35,758.5,Depósito,Baixa,Sim,Veículo,62217.04,1.42,48.0,Em Dia,Agência Física,0.0,Neutro,4611.14,-1.38,21827.15,6.83,0,0.0,,Moderado,Média Renda,Sim,Não,Não,Não,92.29,0.1,67.78,0
Luigi Cassiano,1981-02-25,44,Feminino,Casado,Alemã,Pós-Graduação,Gerente,11758.85,1.0,Sim,0.5,86913-742,861,Poupança,2015-04-11,9.878165639972622,115410.39,0.0,7,,Depósito,Baixa,Sim,Veículo,103357.4,1.12,36.0,Em Dia,Mobile Banking,0.0,Neutro,114288.25,0.98,22520.26,36.22,1,52668.41,0.99,Arrojado,Alta Renda,Sim,Não,Não,Não,36.51,1.0,76.99,0
Ana Julia Moura,1981-02-25,44,Feminino,Solteiro,Brasileira,Ensino Médio,Médico,4933.94,0.0,Sim,7.0,14015-990,757,Corrente,2001-06-24,23.67419575633128,22294.25,7440.7,29,662.94,Pagamento de Boleto,Média,Não,,,,,,Agência Física,0.0,Neutro,25008.31,-10.85,9903.4,36.14,4,156586.54,1.92,Conservador,Média Renda,Sim,Não,Não,Não,88.09,0.5,86.65,1
Srta. Isabelly Macedo,1981-02-25,44,Feminino,Divorciado,Brasileira,Superior Incompleto,Engenheiro,5453.67,0.0,Não,0.2,35962-359,737,Salário,2000-02-17,25.02395619438741,8782.81,0.0,14,154.24,Compra Débito,Alta,Não,,,,,,Mobile Banking,0.0,Insatisfeito,8654.97,1.48,7378.31,48.04,8,457448.3,2.01,Arrojado,Média Renda,Sim,Sim,Não,Não,75.85,0.3,79.64,0
Sara Caldeira,1981-02-25,44,Feminino,Divorciado,Brasileira,Superior Completo,Médico,6600.75,1.0,Sim,,45682-640,750,Salário,2015-10-05,9.39356605065024,12049.85,0.0,24,1192.75,Compra Débito,Média,Não,,,,,,Mobile Banking,0.0,Neutro,10895.9,10.59,12384.48,38.91,1,22650.38,1.66,Arrojado,Média Renda,Sim,Não,Não,Sim,90.79,1.6,83.62,1
Evelyn Viana,1981-02-25,44,Masculino,Casado,Brasileira,Superior Completo,Empresário,9576.27,2.0,Sim,7.7,,796,Corrente,2015-02-26,9.998631074606434,48612.97,13385.07,46,299.1,Saque,Média,Não,,,,,,Agência Física,0.0,Satisfeito,41230.05,17.91,23565.5,19.83,1,71742.46,2.38,Conservador,Alta Renda,Sim,Sim,Não,Sim,76.65,0.3,65.57,0
João Guilherme Caldeira,1981-02-25,44,Masculino,Casado,Brasileira,Pós-Graduação,Contador,10654.95,0.0,Não,3.3,12690-563,794,Corrente,2001-03-20,23.93702943189596,176866.8,12822.53,43,814.38,Saque,Alta,Não,,,,,,Agência Física,0.0,Neutro,217623.17,-18.73,26894.3,60.32,5,377200.01,2.27,Arrojado,Alta Renda,Não,Não,Não,Sim,,,16.44,0
Manuella Campos,1981-02-25,44,Masculino,Divorciado,Brasileira,Pós-Graduação,Empresário,11468.79,0.0,Sim,9.2,48546-783,844,Corrente,2018-11-04,6.310746064339494,25792.18,9918.3,40,833.41,Transferência,Média,Sim,Pessoal,69242.54,3.73,24.0,Em Dia,Mobile Banking,0.0,Neutro,36468.52,-29.28,29540.34,31.34,2,349126.53,1.09,Conservador,Alta Renda,Sim,Não,Não,Sim,93.28,0.5,100.0,0
João Vitor Gonçalves,1981-02-25,44,Feminino,Casado,Brasileira,Superior Completo,Motorista,13844.71,2.0,Não,3.2,28056-971,854,Premium,2001-06-17,23.693360711841205,274642.2,38123.74,78,3469.54,Transferência,Alta,Sim,Veículo,158214.0,1.19,36.0,Em Dia,Mobile Banking,0.0,Satisfeito,287117.42,-4.34,70336.64,22.42,4,292242.36,1.18,Arrojado,Private,Não,Sim,Não,Não,,,60.13,0
Giovanna Costela,1981-02-25,44,Feminino,Casado,Brasileira,Ensino Médio,Recepcionista,5374.52,2.0,Não,3.1,23563-744,775,Digital,2011-04-11,13.878165639972622,5621.12,0.0,21,609.38,Compra Débito,Alta,Sim,Pessoal,10778.59,2.38,12.0,Em Dia,Agência Física,,Satisfeito,5497.74,2.24,7346.91,28.63,1,20019.84,2.05,Moderado,Média Renda,Sim,Sim,Não,Não,79.55,0.2,64.99,0
Vitor Cunha,1981-02-25,44,Masculino,Casado,Brasileira,Superior Completo,Aposentado,5349.35,1.0,Sim,26.0,13157-705,777,Corrente,2002-04-07,22.888432580424368,12590.97,6712.64,39,605.27,Compra Crédito,Baixa,Não,,,,,,Agência Física,0.0,Neutro,12352.4,1.93,10678.19,66.0,7,99069.34,1.87,Arrojado,Média Renda,Sim,Não,Não,Sim,95.17,0.2,100.0,1
Alexandre Moreira,1981-02-25,44,Masculino,Viúvo,Brasileira,Superior Incompleto,Estudante,6017.18,0.0,Não,4.2,67903-545,792,Corrente,2011-05-03,13.817932922655714,17297.3,9155.55,25,1788.3,Transferência,Alta,Sim,Veículo,80238.41,1.14,48.0,Em Dia,Agência Física,0.0,Satisfeito,16556.76,4.47,20247.79,62.59,5,1483894.61,2.78,Moderado,Média Renda,Sim,Sim,Sim,Não,57.32,0.7,100.0,1
Pietro Leão,1981-02-25,44,Feminino,Casado,Brasileira,Ensino Médio,Autônomo,4734.91,3.0,Não,4.8,98538-786,715,Corrente,2014-10-22,10.346338124572211,17368.06,7161.98,54,,Transferência,Média,Não,,,,,,,0.0,Neutro,14115.07,23.05,5802.87,34.38,2,28620.67,2.0,Moderado,Média Renda,Sim,Não,Sim,Não,59.44,3.2,42.31,0
Brenda Farias,1981-02-25,44,Masculino,Casado,Brasileira,Superior Incompleto,Motorista,6409.3,2.0,Não,,12787-442,768,Poupança,2002-12-20,22.184804928131417,80138.47,0.0,6,1821.51,Depósito,Baixa,Não,,,,,,Mobile Banking,0.0,Neutro,81386.22,-1.53,15413.8,88.21,7,149275.88,2.52,Moderado,Alta Renda,Sim,Sim,Não,Não,66.29,1.6,100.0,1
José Pedro Pimenta,1981-02-25,44,Masculino,Casado,Brasileira,Superior Completo,Professor,6090.62,2.0,Sim,,46355-773,823,Corrente,2021-04-12,3.874058863791924,5856.19,9104.79,15,1093.99,Pagamento de Boleto,Média,Sim,Imobiliário,2814042.18,0.99,360.0,Em Dia,Mobile Banking,0.0,Satisfeito,5984.57,-2.15,16142.47,48.73,0,0.0,,Arrojado,Média Renda,Sim,Sim,Sim,Não,65.84,0.0,100.0,0
Breno Rocha,1981-02-25,44,Feminino,Casado,Brasileira,Ensino Médio,Analista,3468.78,2.0,Não,,55721-254,653,Corrente,2022-01-06,3.137577002053388,3219.54,4085.25,16,346.47,Compra Crédito,Alta,Não,,,,,,Internet Banking,1.0,Insatisfeito,3750.54,-14.16,5034.9,32.42,1,12046.07,2.69,Conservador,Varejo,Sim,Não,Não,Não,75.49,0.5,51.76,0
Emanuella Silveira,1981-02-25,44,Feminino,Casado,Brasileira,Superior Incompleto,Estudante,6412.33,1.0,Não,2.4,20327-453,679,Poupança,2023-01-31,2.0698151950718686,8233.78,0.0,5,,Depósito,Baixa,Não,,,,,,Internet Banking,0.0,Neutro,7958.93,3.45,10074.22,10.12,2,96125.32,2.48,Moderado,Média Renda,Sim,Não,Não,Não,81.31,1.7,29.21,0
Matteo da Cunha,1981-02-25,44,Feminino,Casado,Brasileira,Ensino Fundamental,Recepcionista,3526.31,1.0,Não,0.1,89030-824,622,Salário,2019-02-23,6.006844626967831,15409.55,0.0,11,371.41,Pagamento de Boleto,Média,Não,,,,,,Mobile Banking,4.0,Muito Insatisfeito,15012.86,2.64,3271.88,26.11,0,0.0,,Moderado,Varejo,Sim,Sim,Não,Não,71.27,4.2,39.42,1
Laís Vieira,1981-02-25,44,Masculino,Casado,Brasileira,Ensino Fundamental,Técnico,2951.75,1.0,Não,1.7,51123-397,715,Salário,2019-09-13,5.453798767967146,5606.56,0.0,10,123.13,Saque,Alta,Não,,,,,,Mobile Banking,0.0,Neutro,5965.37,-6.01,3879.54,20.43,2,29109.57,2.08,Moderado,Varejo,Sim,Sim,Não,Não,74.05,0.7,41.81,0
Gael Araújo,1981-02-25,44,Masculino,Viúvo,Brasileira,Superior Completo,Analista,16216.55,0.0,Não,1.7,78319-413,774,Premium,2001-04-16,23.863107460643395,247854.59,35644.6,89,5434.74,Depósito,Média,Não,,,,,,Agência Física,0.0,Insatisfeito,242828.12,2.07,96112.36,61.57,6,578494.23,2.71,Arrojado,Private,Sim,Não,Não,Sim,67.16,0.0,100.0,1
Maria Sophia Araújo,1981-02-25,44,Masculino,Divorciado,Brasileira,Ensino Fundamental,Técnico,1924.55,2.0,Sim,21.4,47072-813,719,Corrente,2001-04-02,23.90143737166325,7179.57,1862.61,22,219.6,Compra Crédito,Alta,Não,,,,,,Mobile Banking,0.0,Neutro,6559.33,9.46,2972.26,39.64,10,82709.56,2.52,Moderado,Varejo,Sim,Não,Não,Sim,72.68,1.6,59.88,0
Maria Liz Nunes,1981-02-25,44,Masculino,Casado,Outras,Superior Incompleto,Engenheiro,13104.97,3.0,Sim,4.1,64385-984,828,Corrente,2012-11-04,12.309377138945928,9325.18,18254.75,47,1561.7,Transferência,Alta,Não,,,,,,Agência Física,0.0,Neutro,14042.78,-33.59,45504.21,46.69,2,248175.8,1.34,Moderado,Alta Renda,Sim,Não,Sim,Não,89.22,0.8,100.0,1
Yan Castro,1981-02-25,44,Masculino,Casado,Brasileira,Pós-Graduação,Advogado,15957.45,2.0,Não,,12255-178,804,Digital,2018-01-09,7.129363449691992,57685.8,0.0,62,1924.43,Compra Crédito,Alta,Não,,,,,,Mobile Banking,0.0,Neutro,56457.16,2.18,43717.57,51.25,5,1212719.11,0.95,Moderado,Private,Sim,Sim,Não,Não,78.53,0.3,100.0,1
Srta. Ester Martins,1981-02-25,44,Feminino,Casado,Brasileira,Ensino Médio,Aposentado,3988.56,0.0,Não,,75547-448,682,Salário,2019-01-10,6.1273100616016425,24614.8,0.0,22,480.63,Pagamento de Boleto,Alta,Não,,,,,,Mobile Banking,1.0,Neutro,26317.04,-6.47,8098.89,39.86,2,54495.18,2.04,Conservador,Média Renda,Sim,Sim,Não,Não,97.66,0.3,100.0,1
Bruna Cavalcanti,1981-02-25,44,Masculino,Casado,Brasileira,Superior Completo,Vendedor,8950.55,0.0,Não,4.7,12114-647,783,Corrente,2020-03-27,4.917180013689254,39636.89,9955.49,40,3093.24,Depósito,Alta,Sim,Consignado,100076.22,1.46,24.0,Em Dia,Internet Banking,0.0,Neutro,37415.39,5.94,24260.21,55.04,3,477831.99,2.23,Arrojado,Alta Renda,Sim,Não,Não,Sim,74.92,0.3,100.0,1
Sr. Pedro Lucas Ramos,1981-02-25,44,Feminino,Casado,Brasileira,Ensino Médio,Professor,8420.06,2.0,Não,3.2,77564-838,780,Poupança,2009-03-24,15.926078028747432,167234.17,0.0,9,6662.73,Depósito,Alta,Não,,,,,,Internet Banking,0.0,Neutro,160939.29,3.91,20548.57,90.89,3,193421.89,1.52,Moderado,Alta Renda,Sim,Não,Sim,Não,86.5,0.8,100.0,1
Leonardo Mendonça,1981-02-25,44,Outro,Casado,Brasileira,Ensino Médio,Gerente,6747.54,2.0,Sim,4.3,,593,Salário,2007-10-19,17.35523613963039,22266.35,0.0,16,517.21,Pagamento de Boleto,Alta,Sim,Pessoal,64886.26,3.34,12.0,Inadimplente,Mobile Banking,0.0,Muito Insatisfeito,23804.31,-6.46,10271.04,56.07,5,351600.61,2.83,Arrojado,Média Renda,Sim,Não,Sim,Não,46.95,9.2,100.0,1
Breno da Conceição,1981-02-25,44,Masculino,Casado,Brasileira,Ensino Médio,Professor,3404.19,3.0,Sim,3.0,45589-486,700,Digital,2000-04-17,24.85968514715948,31278.54,0.0,16,462.02,Compra Crédito,Alta,Não,,,,,,Mobile Banking,,Insatisfeito,31031.06,0.8,5945.21,2.09,3,132534.53,1.7,Arrojado,Média Renda,Sim,Não,Não,Sim,27.05,2.5,17.63,0
Caleb Montenegro,1981-02-25,44,Feminino,Casado,Brasileira,Ensino Fundamental,Aposentado,1210.53,2.0,Não,4.5,43618-563,690,Corrente,2016-06-16,8.695414099931554,1655.45,1128.53,17,279.61,Transferência,Alta,Não,,,,,,Mobile Banking,0.0,Neutro,1717.38,-3.61,2436.36,64.13,1,2678.54,1.94,Arrojado,Varejo,Não,Não,Não,Sim,,,16.25,0
Vitor Hugo Moreira,1981-02-25,44,Feminino,Casado,Brasileira,Ensino Médio,Autônomo,5144.45,1.0,Não,7.6,73872-123,750,Poupança,2020-11-24,4.254620123203286,28496.45,0.0,5,6598.71,Saque,Baixa,Sim,Pessoal,38910.88,2.02,48.0,Em Dia,Mobile Banking,0.0,Neutro,27606.79,3.22,16653.46,6.75,0,0.0,,Arrojado,Média Renda,Sim,Sim,Não,Sim,67.84,0.2,47.26,0
Dra. Maria Luísa Lopes,1981-02-25,44,Feminino,Casado,Brasileira,Superior Completo,Advogado,7467.71,2.0,Sim,6.2,86004-617,751,Poupança,2023-01-27,2.080766598220397,301736.69,0.0,6,,Depósito,Média,Não,,,,,,Telefone,0.0,Neutro,299869.62,0.62,18773.36,24.13,2,61869.65,1.95,Conservador,Alta Renda,Sim,Não,Sim,Sim,93.41,0.0,74.95,0
Raquel Leão,1981-02-25,44,Feminino,Casado,Brasileira,Pós-Graduação,Engenheiro,5233.76,1.0,Não,2.5,81396-542,805,Poupança,2014-10-11,10.376454483230663,207663.08,0.0,5,974.57,Saque,,Não,,,,,,Agência Física,0.0,Neutro,204397.83,1.6,9449.66,37.41,2,163411.5,1.0,Conservador,Alta Renda,Sim,Não,Não,Sim,90.21,0.9,66.01,0
Liam Sampaio,1981-02-25,44,Feminino,Casado,Brasileira,Superior Completo,Gerente,8341.35,2.0,Sim,10.7,96353-663,798,Premium,1999-06-22,25.68104038329911,101848.85,17250.33,52,1030.82,Transferência,Alta,Não,,,,,,Mobile Banking,0.0,Insatisfeito,103852.62,-1.93,50062.41,5.8,6,665910.16,2.59,Arrojado,Private,Sim,Não,Sim,Sim,86.45,0.8,41.41,0
Ian Martins,1981-02-25,44,Feminino,Casado,Brasileira,Superior Completo,Técnico,9050.68,3.0,Sim,,22549-292,779,Corrente,2022-10-05,2.3928815879534566,14068.87,10793.86,52,392.02,Depósito,Média,Não,,,,,,Mobile Banking,0.0,Neutro,16737.38,-15.94,22565.51,42.73,0,0.0,,Arrojado,Alta Renda,Sim,Não,Sim,Sim,78.51,0.7,88.18,1
José Pedro Sá,1981-02-25,44,Feminino,Casado,Brasileira,Ensino Médio,Enfermeiro,3291.55,2.0,Não,1.5,69285-997,694,Corrente,2016-01-08,9.13347022587269,8982.39,4781.27,21,139.24,Depósito,Baixa,Não,,,,,,Mobile Banking,0.0,Neutro,7654.54,17.35,8241.99,69.48,3,25802.64,2.14,Moderado,Varejo,Sim,Sim,Sim,Não,74.6,0.5,100.0,1
Sr. Bruno Rezende,1981-02-25,44,Masculino,Divorciado,Brasileira,Superior Completo,Recepcionista,9371.91,2.0,Sim,,96256-133,788,Corrente,2023-11-14,1.2840520191649556,16409.23,12083.34,40,944.23,Compra Crédito,Média,Não,,,,,,Mobile Banking,0.0,Neutro,14146.65,15.99,25572.43,48.82,2,120616.59,1.88,Arrojado,Alta Renda,Sim,Não,Não,Sim,84.52,1.0,100.0,1
Srta. Ana Carolina Vargas,1981-02-25,44,Feminino,Casado,Brasileira,Superior Completo,Motorista,8106.02,1.0,Sim,5.9,42265-857,885,Corrente,2001-09-30,23.40588637919233,5096.16,11751.82,28,,Compra Crédito,Média,Sim,Veículo,120961.67,1.42,72.0,Em Dia,Internet Banking,0.0,Neutro,5313.7,-4.09,13424.59,47.13,3,161551.22,1.01,Arrojado,Alta Renda,Sim,Sim,Sim,Sim,95.2,0.0,96.65,0
Maria Flor Camargo,1981-02-25,44,Masculino,Divorciado,Brasileira,Superior Completo,Recepcionista,13384.92,1.0,Sim,7.3,23121-566,783,Premium,2024-11-28,0.243668720054757,71892.08,33444.72,74,4131.16,Pagamento de Boleto,Alta,Não,,,,,,Agência Física,2.0,Muito Insatisfeito,71204.68,0.97,54824.65,41.39,2,385146.78,1.91,Conservador,Private,Sim,Sim,Sim,Sim,86.78,0.1,100.0,1
Brayan Monteiro,1981-02-25,44,Masculino,Casado,Brasileira,Ensino Médio,Técnico,2607.84,2.0,Não,3.0,11969-126,729,Poupança,2017-09-15,7.446954140999315,15709.33,0.0,2,471.8,Saque,Baixa,Sim,Veículo,28791.66,1.97,60.0,Em Dia,Mobile Banking,1.0,Neutro,15610.01,0.64,8215.24,43.27,2,28896.61,1.8,Arrojado,Varejo,Não,Sim,Não,Não,,,40.37,0
Kevin da Cruz,1981-02-25,44,Feminino,Solteiro,Brasileira,,Professor,2205.53,0.0,Sim,13.2,14666-883,710,Corrente,1999-05-02,25.82067077344285,21716.0,2821.78,24,210.19,Pagamento de Boleto,Média,Não,,,,,,Agência Física,0.0,Insatisfeito,23957.07,-9.35,7096.26,22.83,4,23671.77,2.07,Conservador,Média Renda,Não,Não,Não,Sim,,,17.34,0
Dr. João Lucas Moraes,1981-02-25,44,Feminino,Solteiro,Brasileira,Ensino Médio,Advogado,3497.15,0.0,Não,6.4,,690,Digital,2015-03-09,9.96851471594798,2890.58,0.0,21,219.91,Compra Débito,Alta,Não,,,,,,Internet Banking,2.0,Muito Insatisfeito,2980.23,-3.01,5884.03,54.73,1,74272.88,2.19,Conservador,Varejo,Sim,Não,Não,Não,49.08,3.7,57.38,1
Thomas Fonseca,1981-02-25,44,Masculino,Solteiro,Brasileira,Superior Incompleto,Advogado,17505.07,0.0,Sim,17.5,81310-689,829,Salário,2007-02-06,18.05338809034908,337281.56,0.0,28,,Pagamento de Boleto,Média,Não,,,,,,Internet Banking,0.0,Neutro,364234.34,-7.4,69670.46,30.97,3,300157.18,1.13,Conservador,Private,Sim,Sim,Sim,Sim,44.92,0.7,60.44,0
Guilherme Novais,1981-02-25,44,Feminino,Solteiro,Brasileira,Superior Completo,Motorista,9613.84,1.0,Sim,9.6,20877-132,817,Poupança,2000-08-26,24.501026694045173,431156.78,0.0,7,3119.26,Saque,Alta,Não,,,,,,Telefone,2.0,Muito Insatisfeito,420262.31,2.59,15743.2,16.61,5,157574.92,0.83,Conservador,Alta Renda,Sim,Sim,Não,Sim,69.06,0.1,41.85,0
Isabelly Teixeira,1981-02-25,44,Feminino,Casado,Brasileira,Ensino Médio,Engenheiro,6887.6,,Sim,7.4,,706,Corrente,2013-08-31,11.488021902806295,28629.99,7063.9,32,,Transferência,Alta,Sim,Imobiliário,3242976.67,0.9,360.0,Inadimplente,Agência Física,0.0,,24285.66,17.89,14766.74,29.66,2,174397.87,2.69,Conservador,Média Renda,Sim,Não,Sim,Não,91.77,0.3,100.0,1
Caio Souza,1981-02-25,44,Masculino,Divorciado,Brasileira,Ensino Médio,Médico,4547.09,2.0,Não,6.8,37369-614,710,Poupança,2017-10-05,7.392197125256674,37969.66,0.0,6,2918.66,Depósito,Alta,Não,,,,,,Internet Banking,0.0,Neutro,36618.9,3.69,8902.38,63.78,2,32616.81,2.79,Conservador,Média Renda,Sim,Sim,Não,Não,63.35,1.0,97.4,1
Vitória Mendonça,1981-02-25,44,Feminino,Divorciado,,Ensino Fundamental,Professor,5345.6,2.0,Sim,6.7,87488-319,811,Corrente,1999-10-10,25.37987679671458,20694.52,7640.39,34,489.44,Compra Crédito,Baixa,Não,,,,,,Agência Física,0.0,Neutro,20866.65,-0.82,19385.94,34.4,7,102080.47,0.82,Conservador,Média Renda,Sim,Sim,Não,Não,89.78,0.4,100.0,1
Daniela Câmara,1981-02-25,44,Masculino,Casado,Brasileira,Ensino Médio,Contador,3609.77,0.0,Sim,8.7,93406-861,752,Digital,2010-11-21,14.264202600958248,27993.66,0.0,27,890.16,Compra Débito,Alta,Não,,,,,,Internet Banking,1.0,Neutro,27662.96,1.2,10736.9,42.58,2,124728.11,1.75,Conservador,Média Renda,Sim,Não,Não,Sim,91.28,1.1,100.0,1
